a1,a2,Class
0.33454179964639663,-0.10208705427322663,1.0
0.2814985534855096,-0.18047774078690415,1.0
2.8740970213422434,0.47773760501241724,1.0
-2.8555480478886515,0.1584775160023623,1.0
1.2697673266051217,0.27542900261123304,1.0
1.1798327454275848,0.9011710938228079,1.0
0.4402265133984735,-0.40251872134980177,1.0
-1.0487164024391251,1.0132536238891137,1.0
4.595293389916445,0.7616957130494014,1.0
-0.06564162758635476,0.175223613099858,1.0
-0.620216918870419,1.2709638651355248,1.0
-1.3006696664195014,-0.08721927888974008,1.0
0.079182047216632,0.15370354107019923,1.0
0.3091280587915153,-1.3564918189633923,1.0
-1.6518802449841161,-1.7686945317961384,1.0
-1.1499423789055736,-0.7669431209461617,1.0
0.8831204876309604,-1.3564318178980848,1.0
-1.5221472724113665,-1.4908269519911177,1.0
-3.6516172448443016,0.08148278862498272,1.0
-1.481157761000134,1.1855635473142792,1.0
-1.2760763513993059,-1.1528296305151062,1.0
-0.6687183555547236,-2.947659778236399,1.0
0.678699528432542,-0.7156504566052462,1.0
0.28541620866389206,0.045048866648845956,1.0
-1.0034035266336383,-0.036570121928989036,1.0
0.47574963927601593,1.399060695969496,1.0
0.4052027564632757,-0.7945080461649418,1.0
-3.7213539137246414,-1.3084308279828654,1.0
0.29865828168821973,1.1624507184054083,1.0
2.321779301392956,-0.6318838296487862,1.0
-0.45622740705297715,1.4952063165452447,1.0
-1.5864458095367828,-0.6556083202458837,1.0
-1.1372114530508357,-0.05275813470643826,1.0
0.035334162347749165,-0.950869387013674,1.0
2.6683570210112695,2.0058833093814825,1.0
2.912707459557141,-1.3617498188373314,1.0
-1.2970445453406911,-1.932269191269653,1.0
1.2213395190837342,1.018167854224335,1.0
-2.9969559285007548,0.14354314628288592,1.0
2.372885228656683,-0.4916753737894218,1.0
1.8425621049989258,-1.3443478349857971,1.0
-0.13774320528414455,0.06404387013943404,1.0
0.7265388134119198,-1.0145218732266919,1.0
-1.9636392091683958,-0.9332253998961036,1.0
1.0202349146005154,-2.950930132351409,1.0
-1.34336236248085,-0.5478590607521178,1.0
1.8236858906827673,0.37555548666886956,1.0
4.967417267852497,0.8779674177060774,1.0
1.6320159773105498,-1.3992137192471708,1.0
-0.5925163945357399,-0.43615924352805163,1.0
0.5862014088893757,0.3667717089952992,1.0
1.5578962221760175,-0.5944577904861643,1.0
-2.2458907562070927,0.06055054704321777,1.0
0.5470683748889279,-1.3724711137674925,1.0
-3.2526092531295436,0.9687801285115749,1.0
-5.26010614726198,0.3439393499494497,1.0
2.873722116474379,0.10075716644355887,1.0
-2.677676342648653,0.3414829309042637,1.0
3.922860507587301,1.3024448711769534,1.0
-5.928381742442956,1.0399063281749505,1.0
0.6797012297910677,0.562247249114089,1.0
-0.7504404622390815,0.21219829330872372,1.0
-0.07978502745341486,0.758697058666119,1.0
0.010068757772861186,1.3606332546616413,1.0
0.00544827957540929,-0.2890414363305815,1.0
